RUN	20121113002659	profilesearchsimulation	 
ACTION	Main page	1	Start of scenario	1352762820797	1352762820797	1352762820797	1352762820797	OK	 
ACTION	Main page	3	Start of scenario	1352762820846	1352762820846	1352762820846	1352762820846	OK	 
ACTION	Main page	2	Start of scenario	1352762820846	1352762820846	1352762820846	1352762820846	OK	 
ACTION	Main page	1	Dashboard	1352762820820	1352762820840	1352762820820	1352762820836	OK	 
ACTION	Main page	2	Dashboard	1352762820852	1352762820884	1352762820856	1352762820884	OK	 
ACTION	Main page	3	Dashboard	1352762820849	1352762820885	1352762820852	1352762820885	OK	 
ACTION	Main page	5	Start of scenario	1352762820897	1352762820897	1352762820897	1352762820897	OK	 
ACTION	Main page	4	Start of scenario	1352762820897	1352762820897	1352762820897	1352762820897	OK	 
ACTION	Main page	5	Dashboard	1352762820898	1352762820915	1352762820901	1352762820915	OK	 
ACTION	Main page	4	Dashboard	1352762820901	1352762820917	1352762820903	1352762820917	OK	 
ACTION	Main page	6	Start of scenario	1352762820947	1352762820947	1352762820947	1352762820947	OK	 
ACTION	Main page	6	Dashboard	1352762820948	1352762820964	1352762820949	1352762820964	OK	 
ACTION	Main page	8	Start of scenario	1352762820997	1352762820997	1352762820997	1352762820997	OK	 
ACTION	Main page	7	Start of scenario	1352762820997	1352762820997	1352762820997	1352762820997	OK	 
ACTION	Main page	7	Dashboard	1352762820999	1352762821015	1352762821000	1352762821015	OK	 
ACTION	Main page	8	Dashboard	1352762820998	1352762821015	1352762820999	1352762821015	OK	 
ACTION	Main page	9	Start of scenario	1352762821046	1352762821046	1352762821046	1352762821046	OK	 
ACTION	Main page	10	Start of scenario	1352762821047	1352762821047	1352762821047	1352762821047	OK	 
ACTION	Main page	9	Dashboard	1352762821048	1352762821066	1352762821050	1352762821066	OK	 
ACTION	Main page	10	Dashboard	1352762821051	1352762821068	1352762821052	1352762821068	OK	 
ACTION	Main page	11	Start of scenario	1352762821097	1352762821097	1352762821097	1352762821097	OK	 
ACTION	Main page	11	Dashboard	1352762821098	1352762821116	1352762821100	1352762821116	OK	 
ACTION	Main page	12	Start of scenario	1352762821147	1352762821147	1352762821147	1352762821147	OK	 
ACTION	Main page	13	Start of scenario	1352762821147	1352762821147	1352762821147	1352762821147	OK	 
ACTION	Main page	12	Dashboard	1352762821148	1352762821170	1352762821150	1352762821169	OK	 
ACTION	Main page	13	Dashboard	1352762821151	1352762821180	1352762821152	1352762821180	OK	 
ACTION	Main page	14	Start of scenario	1352762821197	1352762821197	1352762821197	1352762821197	OK	 
ACTION	Main page	15	Start of scenario	1352762821197	1352762821197	1352762821197	1352762821197	OK	 
ACTION	Main page	15	Dashboard	1352762821201	1352762821215	1352762821202	1352762821214	OK	 
ACTION	Main page	14	Dashboard	1352762821198	1352762821215	1352762821200	1352762821215	OK	 
ACTION	Main page	16	Start of scenario	1352762821247	1352762821247	1352762821247	1352762821247	OK	 
ACTION	Main page	16	Dashboard	1352762821248	1352762821261	1352762821249	1352762821261	OK	 
ACTION	Main page	18	Start of scenario	1352762821297	1352762821297	1352762821297	1352762821297	OK	 
ACTION	Main page	17	Start of scenario	1352762821297	1352762821297	1352762821297	1352762821297	OK	 
ACTION	Main page	18	Dashboard	1352762821298	1352762821311	1352762821299	1352762821311	OK	 
ACTION	Main page	17	Dashboard	1352762821300	1352762821316	1352762821301	1352762821316	OK	 
ACTION	Main page	19	Start of scenario	1352762821347	1352762821347	1352762821347	1352762821347	OK	 
ACTION	Main page	20	Start of scenario	1352762821347	1352762821347	1352762821347	1352762821347	OK	 
ACTION	Main page	19	Dashboard	1352762821349	1352762821362	1352762821350	1352762821362	OK	 
ACTION	Main page	20	Dashboard	1352762821351	1352762821363	1352762821353	1352762821363	OK	 
ACTION	Main page	21	Start of scenario	1352762821396	1352762821396	1352762821396	1352762821396	OK	 
ACTION	Main page	21	Dashboard	1352762821397	1352762821414	1352762821400	1352762821414	OK	 
ACTION	Main page	22	Start of scenario	1352762821447	1352762821447	1352762821447	1352762821447	OK	 
ACTION	Main page	23	Start of scenario	1352762821447	1352762821447	1352762821447	1352762821447	OK	 
ACTION	Main page	22	Dashboard	1352762821448	1352762821464	1352762821449	1352762821464	OK	 
ACTION	Main page	23	Dashboard	1352762821449	1352762821465	1352762821450	1352762821465	OK	 
ACTION	Main page	25	Start of scenario	1352762821497	1352762821497	1352762821497	1352762821497	OK	 
ACTION	Main page	24	Start of scenario	1352762821497	1352762821497	1352762821497	1352762821497	OK	 
ACTION	Main page	25	Dashboard	1352762821497	1352762821513	1352762821498	1352762821512	OK	 
ACTION	Main page	24	Dashboard	1352762821499	1352762821513	1352762821500	1352762821513	OK	 
ACTION	Main page	26	Start of scenario	1352762821547	1352762821547	1352762821547	1352762821547	OK	 
ACTION	Main page	26	Dashboard	1352762821548	1352762821563	1352762821549	1352762821563	OK	 
ACTION	Main page	27	Start of scenario	1352762821597	1352762821597	1352762821597	1352762821597	OK	 
ACTION	Main page	28	Start of scenario	1352762821598	1352762821598	1352762821598	1352762821598	OK	 
ACTION	Main page	27	Dashboard	1352762821599	1352762821615	1352762821600	1352762821615	OK	 
ACTION	Main page	28	Dashboard	1352762821601	1352762821617	1352762821602	1352762821617	OK	 
ACTION	Main page	29	Start of scenario	1352762821647	1352762821647	1352762821647	1352762821647	OK	 
ACTION	Main page	30	Start of scenario	1352762821647	1352762821647	1352762821647	1352762821647	OK	 
ACTION	Main page	29	Dashboard	1352762821648	1352762821667	1352762821650	1352762821667	OK	 
ACTION	Main page	30	Dashboard	1352762821650	1352762821667	1352762821653	1352762821667	OK	 
ACTION	Main page	31	Start of scenario	1352762821697	1352762821697	1352762821697	1352762821697	OK	 
ACTION	Main page	31	Dashboard	1352762821699	1352762821718	1352762821700	1352762821718	OK	 
ACTION	Main page	33	Start of scenario	1352762821747	1352762821747	1352762821747	1352762821747	OK	 
ACTION	Main page	32	Start of scenario	1352762821747	1352762821747	1352762821747	1352762821747	OK	 
ACTION	Main page	33	Dashboard	1352762821748	1352762821765	1352762821751	1352762821765	OK	 
ACTION	Main page	32	Dashboard	1352762821752	1352762821768	1352762821754	1352762821768	OK	 
ACTION	Main page	35	Start of scenario	1352762821797	1352762821797	1352762821797	1352762821797	OK	 
ACTION	Main page	34	Start of scenario	1352762821797	1352762821797	1352762821797	1352762821797	OK	 
ACTION	Main page	35	Dashboard	1352762821798	1352762821816	1352762821801	1352762821816	OK	 
ACTION	Main page	34	Dashboard	1352762821802	1352762821827	1352762821803	1352762821827	OK	 
ACTION	Main page	36	Start of scenario	1352762821847	1352762821847	1352762821847	1352762821847	OK	 
ACTION	Main page	36	Dashboard	1352762821848	1352762821861	1352762821851	1352762821861	OK	 
ACTION	Main page	37	Start of scenario	1352762821897	1352762821897	1352762821897	1352762821897	OK	 
ACTION	Main page	38	Start of scenario	1352762821897	1352762821897	1352762821897	1352762821897	OK	 
ACTION	Main page	37	Dashboard	1352762821898	1352762821913	1352762821899	1352762821913	OK	 
ACTION	Main page	38	Dashboard	1352762821900	1352762821916	1352762821902	1352762821916	OK	 
ACTION	Main page	40	Start of scenario	1352762821947	1352762821947	1352762821947	1352762821947	OK	 
ACTION	Main page	39	Start of scenario	1352762821947	1352762821947	1352762821947	1352762821947	OK	 
ACTION	Main page	39	Dashboard	1352762821950	1352762821966	1352762821951	1352762821966	OK	 
ACTION	Main page	41	Start of scenario	1352762821997	1352762821997	1352762821997	1352762821997	OK	 
ACTION	Main page	41	Dashboard	1352762821998	1352762822015	1352762822000	1352762822014	OK	 
ACTION	Main page	43	Start of scenario	1352762822047	1352762822047	1352762822047	1352762822047	OK	 
ACTION	Main page	42	Start of scenario	1352762822047	1352762822047	1352762822047	1352762822047	OK	 
ACTION	Main page	40	Dashboard	1352762821948	1352762822065	1352762821950	1352762822065	OK	 
ACTION	Main page	43	Dashboard	1352762822048	1352762822065	1352762822049	1352762822065	OK	 
ACTION	Main page	42	Dashboard	1352762822050	1352762822076	1352762822054	1352762822076	OK	 
ACTION	Main page	45	Start of scenario	1352762822097	1352762822097	1352762822097	1352762822097	OK	 
ACTION	Main page	44	Start of scenario	1352762822097	1352762822097	1352762822097	1352762822097	OK	 
ACTION	Main page	45	Dashboard	1352762822098	1352762822113	1352762822099	1352762822113	OK	 
ACTION	Main page	44	Dashboard	1352762822099	1352762822116	1352762822100	1352762822115	OK	 
ACTION	Main page	46	Start of scenario	1352762822147	1352762822147	1352762822147	1352762822147	OK	 
ACTION	Main page	46	Dashboard	1352762822149	1352762822167	1352762822150	1352762822167	OK	 
ACTION	Main page	47	Start of scenario	1352762822197	1352762822197	1352762822197	1352762822197	OK	 
ACTION	Main page	48	Start of scenario	1352762822197	1352762822197	1352762822197	1352762822197	OK	 
ACTION	Main page	48	Dashboard	1352762822200	1352762822216	1352762822201	1352762822216	OK	 
ACTION	Main page	47	Dashboard	1352762822198	1352762822219	1352762822199	1352762822219	OK	 
ACTION	Main page	49	Start of scenario	1352762822247	1352762822247	1352762822247	1352762822247	OK	 
ACTION	Main page	50	Start of scenario	1352762822247	1352762822247	1352762822247	1352762822247	OK	 
ACTION	Main page	50	Dashboard	1352762822250	1352762822266	1352762822250	1352762822265	OK	 
ACTION	Main page	49	Dashboard	1352762822248	1352762822267	1352762822249	1352762822267	OK	 
ACTION	Main page	51	Start of scenario	1352762822297	1352762822297	1352762822297	1352762822297	OK	 
ACTION	Main page	51	Dashboard	1352762822298	1352762822313	1352762822299	1352762822313	OK	 
ACTION	Main page	52	Start of scenario	1352762822347	1352762822347	1352762822347	1352762822347	OK	 
ACTION	Main page	53	Start of scenario	1352762822347	1352762822347	1352762822347	1352762822347	OK	 
ACTION	Main page	52	Dashboard	1352762822348	1352762822361	1352762822349	1352762822361	OK	 
ACTION	Main page	53	Dashboard	1352762822350	1352762822368	1352762822351	1352762822368	OK	 
ACTION	Main page	54	Start of scenario	1352762822397	1352762822397	1352762822397	1352762822397	OK	 
ACTION	Main page	55	Start of scenario	1352762822397	1352762822397	1352762822397	1352762822397	OK	 
ACTION	Main page	54	Dashboard	1352762822398	1352762822411	1352762822399	1352762822411	OK	 
ACTION	Main page	55	Dashboard	1352762822400	1352762822412	1352762822401	1352762822411	OK	 
ACTION	Main page	56	Start of scenario	1352762822447	1352762822447	1352762822447	1352762822447	OK	 
ACTION	Main page	56	Dashboard	1352762822448	1352762822465	1352762822449	1352762822465	OK	 
ACTION	Main page	58	Start of scenario	1352762822497	1352762822497	1352762822497	1352762822497	OK	 
ACTION	Main page	57	Start of scenario	1352762822497	1352762822497	1352762822497	1352762822497	OK	 
ACTION	Main page	58	Dashboard	1352762822498	1352762822515	1352762822500	1352762822515	OK	 
ACTION	Main page	57	Dashboard	1352762822500	1352762822515	1352762822501	1352762822515	OK	 
ACTION	Main page	60	Start of scenario	1352762822547	1352762822547	1352762822547	1352762822547	OK	 
ACTION	Main page	59	Start of scenario	1352762822547	1352762822547	1352762822547	1352762822547	OK	 
ACTION	Main page	59	Dashboard	1352762822549	1352762822564	1352762822549	1352762822564	OK	 
ACTION	Main page	60	Dashboard	1352762822547	1352762822565	1352762822548	1352762822565	OK	 
ACTION	Main page	61	Start of scenario	1352762822597	1352762822597	1352762822597	1352762822597	OK	 
ACTION	Main page	61	Dashboard	1352762822598	1352762822613	1352762822600	1352762822613	OK	 
ACTION	Main page	62	Start of scenario	1352762822647	1352762822647	1352762822647	1352762822647	OK	 
ACTION	Main page	63	Start of scenario	1352762822647	1352762822647	1352762822647	1352762822647	OK	 
ACTION	Main page	62	Dashboard	1352762822648	1352762822667	1352762822650	1352762822667	OK	 
ACTION	Main page	63	Dashboard	1352762822650	1352762822667	1352762822651	1352762822667	OK	 
ACTION	Main page	64	Start of scenario	1352762822696	1352762822696	1352762822696	1352762822696	OK	 
ACTION	Main page	64	Dashboard	1352762822697	1352762822713	1352762822698	1352762822713	OK	 
ACTION	Main page	65	Start of scenario	1352762822747	1352762822747	1352762822747	1352762822747	OK	 
ACTION	Main page	66	Start of scenario	1352762822747	1352762822747	1352762822747	1352762822747	OK	 
ACTION	Main page	65	Dashboard	1352762822748	1352762822767	1352762822749	1352762822767	OK	 
ACTION	Main page	66	Dashboard	1352762822750	1352762822767	1352762822751	1352762822767	OK	 
ACTION	Main page	67	Start of scenario	1352762822797	1352762822797	1352762822797	1352762822797	OK	 
ACTION	Main page	68	Start of scenario	1352762822798	1352762822798	1352762822798	1352762822798	OK	 
ACTION	Main page	67	Dashboard	1352762822798	1352762822815	1352762822800	1352762822815	OK	 
ACTION	Main page	68	Dashboard	1352762822800	1352762822816	1352762822801	1352762822816	OK	 
ACTION	Main page	69	Start of scenario	1352762822847	1352762822847	1352762822847	1352762822847	OK	 
ACTION	Main page	69	Dashboard	1352762822848	1352762822864	1352762822849	1352762822864	OK	 
ACTION	Main page	70	Start of scenario	1352762822897	1352762822897	1352762822897	1352762822897	OK	 
ACTION	Main page	71	Start of scenario	1352762822897	1352762822897	1352762822897	1352762822897	OK	 
ACTION	Main page	70	Dashboard	1352762822898	1352762822917	1352762822900	1352762822917	OK	 
ACTION	Main page	71	Dashboard	1352762822900	1352762822920	1352762822901	1352762822920	OK	 
